sales_person,country,product,date,amount,boxes_shipped
sp81,United Kingdom,Bioderma Hydrabio Gel-Crème 30ml,2020-06-13,3118.03,34
sp160,Chile,Neutrogena Hydro Boost Water Gel 60ml,2021-07-27,10168.28,106
sp105,United States,Drunk Elephant A-Passioni Retinol Cream 150ml,2023-01-29,4222.22,49
sp115,Canada,Paula's Choice BOOST 10% Niacinamide Booster 100ml,2023-02-09,11080.18,142
sp138,Poland,Pixi +C VIT Brightening Serum 340g,2023-12-27,1097.81,38
sp23,Mexico,Clinique Repairwear Laser Focus Eye Cream 75ml,2023-05-09,4250.94,108
sp17,Canada,Pixi Hydrating Milky Serum 30ml,2020-09-19,1889.11,38
sp67,Argentina,Neutrogena Bright Boost Gel Cream 75ml,2024-10-04,5775.12,129
sp187,India,Skinceuticals Triple Lipid Restore 2:4:2 30ml,2020-04-10,4875.34,51
sp93,France,Clinique Turnaround Overnight Revitalizing Moisturizer 60ml,2024-08-01,15311.17,365
sp11,Canada,Pixi Overnight Glow Serum 75ml,2024-02-16,8670.42,149
sp9,Argentina,Tatcha The Water Cream 250ml,2020-08-12,4275.01,109
sp161,South Korea,CeraVe Eye Repair Cream 125ml,2021-04-19,1357.47,13
sp11,Japan,Murad Cellular Hydration Barrier Repair Cream 30ml,2024-03-08,8814.36,110
sp171,Poland,COSRX AHA/BHA Clarifying Treatment Toner 150ml,2022-12-08,3522.57,71
sp145,Indonesia,Neutrogena Cellular Boost Concentrate Serum 56.7g,2020-03-29,8050.19,95
sp125,Italy,Murad Oil-Control Mattifier SPF45 30ml,2024-12-04,18101.17,269
sp64,South Korea,COSRX Advanced Snail 92 All in One Cream 340g,2024-05-27,11271.95,152
sp87,United States,Tatcha The Rice Polish Foaming Enzyme Powder 40ml,2021-03-21,2357.75,101
sp79,Brazil,Sunday Riley Saturn Sulfur Acne Treatment Mask 60ml,2024-09-21,5360.63,119
sp75,Sweden,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 340g,2024-10-17,2897.01,62
sp45,Thailand,Neutrogena Oil-Free Acne Wash 15ml,2022-12-13,18635.66,338
sp134,Spain,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 30g,2023-03-29,262.26,62
sp37,Sweden,REN Clean Skincare Evercalm Global Protection Day Cream 20ml,2023-02-13,1436.0,43
sp7,Netherlands,REN Clean Skincare Perfect Canvas Clean Primer 30ml,2023-08-02,3125.63,67
sp26,Poland,Drunk Elephant Virgin Marula Luxury Face Oil 30g,2022-09-17,2701.65,102
sp157,United Kingdom,COSRX AC Collection Lightweight Soothing Moisturizer 30g,2020-10-16,671.09,36
sp68,Mexico,Tatcha The Indigo Overnight Repair Treatment 50ml,2024-05-25,7651.03,116
sp73,Canada,First Aid Beauty KP Bump Eraser Body Scrub 30ml,2022-09-01,3568.59,75
sp21,Mexico,Clinique Turnaround Overnight Revitalizing Moisturizer 75ml,2024-04-15,1699.78,48
sp159,China,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 56.7g,2023-09-28,7714.21,90
sp100,Argentina,Sunday Riley Saturn Sulfur Acne Treatment Mask 200ml,2023-11-02,12521.19,146
sp172,Japan,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 150ml,2023-02-13,2578.33,86
sp99,Philippines,Bioderma Sensibio Light Soothing Cream 60ml,2022-06-16,4949.68,103
sp42,Singapore,The Ordinary Salicylic Acid 2% Solution 250ml,2023-09-27,20290.27,207
sp59,Chile,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer 150ml,2020-08-08,5966.39,116
sp19,United Kingdom,Bioderma Hydrabio Gel-Crème 30ml,2021-12-03,3483.37,98
sp183,United States,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 60ml,2021-05-08,7629.71,117
sp110,Japan,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 15ml,2020-01-21,12024.74,232
sp76,Spain,La Roche-Posay Lipikar Balm AP+ 125ml,2022-11-07,952.72,44
sp153,France,Estée Lauder Nutritious Super-Pomegranate Radiant Energy Eye Jelly 340g,2020-05-03,295.48,33
sp23,Netherlands,Avène Cicalfate+ Restorative Protective Cream 20ml,2024-04-04,1239.03,64
sp30,Mexico,CeraVe Moisturising Cream 30g,2022-05-16,1948.05,20
sp1,Singapore,Drunk Elephant Protini Polypeptide Cream 20ml,2022-05-03,941.28,19
sp195,Brazil,Sunday Riley UFO Ultra-Clarifying Face Oil 30ml,2021-11-05,1852.49,38
sp37,Italy,La Roche-Posay Anthelios Invisible Fluid SPF50+ 60ml,2022-11-07,24921.32,239
sp58,Mexico,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 60ml,2020-05-03,13134.72,123
sp21,Sweden,REN Clean Skincare Evercalm Global Protection Day Cream 100ml,2024-01-08,2358.03,30
sp95,Netherlands,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 60ml,2022-11-04,1948.08,108
sp52,Italy,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 250ml,2022-02-16,13018.49,131
sp94,Brazil,Tatcha The Indigo Overnight Repair Treatment 200ml,2020-07-22,1416.22,82
sp13,South Korea,The Ordinary Niacinamide 10% + Zinc 1% 40ml,2021-10-30,17017.29,146
sp18,Italy,Neutrogena Cellular Boost Concentrate Serum 75ml,2020-07-28,3510.35,118
sp173,Argentina,Drunk Elephant Virgin Marula Luxury Face Oil 30g,2024-01-29,441.92,94
sp137,Argentina,Bioderma Pigmentbio C-Concentrate Brightening Serum 40ml,2021-10-01,11262.76,141
sp187,Poland,Pixi Skintreats Rose Caviar Eye Cream 60ml,2024-08-29,3881.69,232
sp10,United Kingdom,Paula's Choice BOOST 10% Niacinamide Booster 150ml,2020-01-26,8367.72,109
sp31,Mexico,First Aid Beauty Pure Skin Face Cleanser 56.7g,2024-11-05,422.27,90
sp49,Poland,Skinceuticals Physical Fusion UV Defense SPF 50 125ml,2024-05-23,4806.44,50
sp40,Germany,Kiehl's Midnight Recovery Concentrate 125ml,2023-11-17,1556.09,20
sp96,Netherlands,Pixi Overnight Glow Serum 150ml,2021-09-03,23354.73,250
sp35,Spain,Pixi Overnight Glow Serum 100ml,2023-05-17,4578.77,44
sp100,China,Pixi Rose Ceramide Cream 40ml,2023-02-22,12086.32,140
sp191,South Korea,The Ordinary Retinol 0.5% in Squalane 200ml,2021-04-19,1028.96,36
sp110,Japan,Olay Vitamin C + Peptide 24 Face Moisturizer 20ml,2024-03-28,749.56,16
sp63,Colombia,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 50ml,2020-11-10,2660.57,138
sp144,Germany,Bioderma Cicabio Arnica+ Repairing Cream 150ml,2020-05-01,12429.04,130
sp117,France,Tatcha The Essence Plump Skin Softener 200ml,2020-12-25,1714.29,307
sp131,Brazil,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 200ml,2023-02-23,4259.91,51
sp161,Sweden,COSRX AC Collection Lightweight Soothing Moisturizer 30ml,2023-03-19,11312.57,130
sp109,Argentina,CeraVe Hydrating Cleanser 150ml,2024-06-12,9550.5,84
sp196,India,Paula's Choice CLINICAL 1% Retinol Treatment 250ml,2021-05-15,6385.12,134
sp68,Colombia,Tatcha The Silk Cream 125ml,2024-03-23,19984.51,321
sp92,Brazil,Murad Rapid Resurgence Eye Lift 60ml,2021-02-16,13226.21,237
sp44,Mexico,Avène Hydrance Rich Rehydrating Cream 250ml,2024-03-31,907.22,96
sp150,Indonesia,Clinique Even Better Clinical Radical Dark Spot Corrector 15ml,2021-09-29,10244.13,107
sp123,Indonesia,Clinique Even Better Clinical Radical Dark Spot Corrector 56.7g,2023-10-10,755.35,17
sp176,France,Bioderma Cicabio Arnica+ Repairing Cream 60ml,2023-06-24,14777.43,146
sp71,Brazil,Kiehl's Rare Earth Deep Pore Cleansing Masque 250ml,2023-07-16,25711.6,328
sp193,Germany,Kiehl's Powerful-Strength Line-Reducing Concentrate 250ml,2023-12-20,689.6,53
sp100,France,Sunday Riley UFO Ultra-Clarifying Face Oil 75ml,2021-02-06,732.06,10
sp15,China,Tatcha The Eye Concentrate 56.7g,2023-05-09,1102.53,85
sp109,India,Kiehl's Rare Earth Deep Pore Cleansing Masque 30ml,2023-01-10,9636.13,136
sp64,Singapore,Avène Cleanance Expert Emulsion 30ml,2024-09-17,7303.2,147
sp29,Brazil,Neutrogena Cellular Boost Concentrate Serum 56.7g,2020-05-25,1226.29,73
sp46,Japan,La Roche-Posay Retinol B3 Serum 56.7g,2023-02-15,1530.77,43
sp54,Colombia,Kiehl's Rare Earth Deep Pore Cleansing Masque 20ml,2023-08-17,27606.96,424
sp56,Indonesia,Clinique Repairwear Laser Focus Eye Cream 75ml,2021-01-06,3735.26,108
sp148,Philippines,La Roche-Posay Toleriane Hydrating Gentle Cleanser 75ml,2021-02-21,42239.6,456
sp127,China,Drunk Elephant Lala Retro Whipped Cream 50ml,2024-07-21,2958.6,115
sp16,United Kingdom,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 30g,2021-07-07,4352.01,134
sp161,Colombia,Murad AHA/BHA Exfoliating Cleanser 150ml,2023-06-16,6176.32,60
sp51,China,Bioderma Pigmentbio C-Concentrate Brightening Serum 200ml,2020-09-11,7502.3,81
sp4,Brazil,Murad Cellular Hydration Barrier Repair Cream 56.7g,2021-02-24,3432.79,30
sp178,Indonesia,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 100ml,2020-09-24,3182.5,69
sp111,Mexico,REN Clean Skincare Perfect Canvas Clean Primer 250ml,2020-04-15,1667.87,41
sp28,China,REN Clean Skincare Evercalm Global Protection Day Cream 15ml,2020-08-09,5064.41,50
sp113,Indonesia,Clinique All About Eyes Rich 40ml,2023-03-07,18792.9,278
sp167,Colombia,Paula's Choice EARTH SOURCED Antioxidant-Enriched Natural Moisturizer 15ml,2020-07-08,3019.16,133
sp135,Germany,Clinique Dramatically Different Moisturising Lotion+ 150ml,2024-06-21,4518.41,53
sp79,Germany,The Ordinary Salicylic Acid 2% Solution 40ml,2024-08-04,43504.04,394
sp138,Singapore,Kiehl's Clearly Corrective Dark Spot Solution 150ml,2023-09-17,7877.06,72
sp69,Sweden,Paula's Choice DEFENSE Antioxidant Pore Purifier 60ml,2021-08-02,14929.57,148
sp146,Singapore,Murad Hydro-Dynamic Ultimate Moisture 150ml,2024-07-05,471.69,10
sp90,Thailand,Neutrogena Rapid Wrinkle Repair Retinol Cream 150ml,2023-02-14,48001.55,435
sp113,Japan,Clinique Even Better Clinical Radical Dark Spot Corrector 40ml,2024-06-19,12101.04,128
sp90,Argentina,Tatcha The Essence Plump Skin Softener 250ml,2021-02-23,6172.92,195
sp60,Japan,Tatcha The Dewy Skin Cream 15ml,2023-09-18,3593.76,46
sp52,United States,COSRX AC Collection Lightweight Soothing Moisturizer 250ml,2024-09-27,1175.97,56
sp177,United Kingdom,Paula's Choice SKIN RECOVERY Replenishing Moisturizer 15ml,2022-08-18,18077.98,298
sp21,Philippines,Olay Luminous Whip Face Moisturiser 125ml,2023-08-11,3413.01,139
sp189,Spain,Bioderma Atoderm Intensive Baume 200ml,2024-12-24,2852.63,108
sp194,Japan,Pixi Retinol Tonic 20ml,2024-09-19,15060.45,131
sp114,Italy,First Aid Beauty Pure Skin Face Cleanser 250ml,2021-09-10,563.51,42
sp35,United Kingdom,COSRX AHA/BHA Clarifying Treatment Toner 200ml,2022-10-18,7586.35,121
sp18,Philippines,The Ordinary Buffet Multi-Technology Peptide Serum 125ml,2023-02-08,4138.52,61
sp144,Philippines,Neutrogena Hydro Boost Eye Gel-Cream 40ml,2021-02-05,9656.8,228
sp138,Brazil,Tatcha The Silk Cream 200ml,2022-06-24,3280.16,52
sp166,Argentina,La Roche-Posay Hyalu B5 Serum 200ml,2024-05-03,4592.13,111
sp185,Japan,Tatcha The Dewy Skin Cream 150ml,2022-05-26,2446.08,94
sp124,Thailand,Bioderma Sensibio H2O Micellar Water 150ml,2024-06-21,1347.94,22
sp69,Canada,La Roche-Posay Toleriane Double Repair Moisturiser 125ml,2022-03-27,11425.15,244
sp10,France,First Aid Beauty FAB Skin Lab Resurfacing Liquid 10% AHA 40ml,2023-03-18,11233.91,115
sp183,Singapore,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 100ml,2020-04-03,12803.34,131
sp30,Germany,REN Clean Skincare Overnight Glow Dark Spot Sleeping Cream 75ml,2023-06-29,8289.66,169
sp135,United Kingdom,Drunk Elephant T.L.C. Framboos Glycolic Night Serum 100ml,2024-10-09,852.82,10
sp82,Japan,CeraVe Renewing SA Cream 250ml,2022-12-29,365.76,107
sp110,China,Olay Total Effects 7-in-1 Moisturiser 56.7g,2023-07-30,10631.88,101
sp106,China,Drunk Elephant C-Firma Fresh Day Serum 75ml,2023-05-18,7758.91,91
sp159,United Kingdom,COSRX Full Fit Propolis Light Cream 125ml,2022-09-05,4966.85,77
sp127,United Kingdom,Skinceuticals Phyto Corrective Gel 30ml,2022-02-20,27966.47,257
sp130,China,Neutrogena Hydro Boost Water Gel 50ml,2023-03-06,10625.94,104
sp189,Thailand,Bioderma Pigmentbio C-Concentrate Brightening Serum 30g,2020-04-26,21179.47,220
sp85,Colombia,Tatcha The Essence Plump Skin Softener 40ml,2022-03-16,4632.87,75
sp65,Chile,Avène Cleanance Expert Emulsion 20ml,2020-08-08,14212.2,264
sp131,Colombia,Murad Retinol Youth Renewal Serum 40ml,2024-05-28,11621.35,191
sp28,Indonesia,Murad AHA/BHA Exfoliating Cleanser 40ml,2020-05-25,2160.46,83
sp184,Argentina,Murad Hydro-Dynamic Ultimate Moisture 30g,2023-08-20,6158.74,75
sp138,South Korea,Bioderma Sensibio H2O Micellar Water 340g,2023-02-19,4202.18,62
sp96,United Kingdom,Tatcha The Clarifying Clay Mask 150ml,2020-09-05,3902.02,40
sp47,United Kingdom,Sunday Riley Ice Ceramide Moisturizing Cream 340g,2023-04-06,2261.25,27
sp27,Sweden,Pixi Retinol Tonic 30ml,2023-04-16,3298.34,60
sp86,Singapore,Neutrogena Hydro Boost Eye Gel-Cream 250ml,2021-10-02,1166.04,44
sp84,Mexico,Kiehl's Calendula Serum-Infused Water Cream 250ml,2022-10-29,10948.62,112
sp140,Italy,Bioderma Pigmentbio C-Concentrate Brightening Serum 30ml,2023-01-21,26538.4,259
sp90,Canada,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 200ml,2022-05-30,5029.14,98
sp39,China,Murad Brightening Booster 40ml,2020-01-22,6293.01,64
sp46,Germany,Avène XeraCalm A.D Lipid-Replenishing Cream 200ml,2021-12-01,1739.83,49
sp165,Chile,CeraVe AM Facial Moisturising Lotion SPF25 200ml,2022-12-21,13777.23,140
sp104,Poland,COSRX Oil-Free Ultra-Moisturizing Lotion 60ml,2023-11-20,5078.95,160
sp75,United States,COSRX Advanced Snail 96 Mucin Power Essence 340g,2022-03-07,534.48,84
sp154,India,Clinique Moisture Surge 100H Auto-Replenishing Hydrator 125ml,2022-06-01,12277.62,149
sp164,Indonesia,Estée Lauder DayWear Multi-Protection Anti-Oxidant 24H Moisturizer SPF15 340g,2022-03-17,828.56,129
sp156,Poland,REN Clean Skincare Evercalm Global Protection Day Cream 30ml,2022-05-02,4656.23,42
sp200,Colombia,The Ordinary Buffet Multi-Technology Peptide Serum 15ml,2023-06-22,17696.03,206
sp9,Thailand,REN Clean Skincare Vita Mineral Active 7 Eye Gel 60ml,2021-09-28,3569.44,121
sp188,Sweden,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 20ml,2021-04-06,2650.34,58
sp34,Thailand,Skinceuticals C E Ferulic Serum 60ml,2023-02-17,621.9,98
sp85,Canada,Neutrogena Ultra Sheer Dry-Touch Sunscreen SPF 50+ 150ml,2021-04-01,3704.96,61
sp115,Indonesia,Tatcha The Silk Cream 30g,2020-10-09,11790.15,365
sp154,Philippines,Paula's Choice BOOST 10% Niacinamide Booster 30ml,2021-08-25,7432.97,129
sp58,Japan,Paula's Choice DEFENSE Antioxidant Pore Purifier 15ml,2022-07-17,3233.59,44
sp174,Argentina,Bioderma Cicabio Arnica+ Repairing Cream 30g,2023-08-31,436.1,17
sp78,Canada,COSRX AHA/BHA Clarifying Treatment Toner 340g,2023-01-22,10829.79,116
sp182,Poland,COSRX AHA/BHA Clarifying Treatment Toner 100ml,2021-05-02,16116.6,148
sp194,Brazil,Olay Total Effects 7-in-1 Moisturiser 30ml,2022-07-10,18857.96,251
sp61,China,Pixi +C VIT Brightening Serum 30g,2021-12-09,8642.38,147
sp137,Spain,Bioderma Cicabio Arnica+ Repairing Cream 30g,2023-08-24,6000.69,188
sp145,Sweden,Drunk Elephant A-Passioni Retinol Cream 250ml,2023-10-06,1453.86,42
sp76,Spain,The Ordinary Retinol 0.5% in Squalane 30g,2023-01-01,2531.03,76
sp15,Sweden,Murad Cellular Hydration Barrier Repair Cream 56.7g,2020-04-24,8502.22,166
sp195,South Korea,Bioderma Atoderm Intensive Baume 20ml,2020-01-17,2559.97,48
sp64,Netherlands,Estée Lauder Resilience Lift Firming & Sculpting Eye Cream 15ml,2021-08-17,4042.02,67
sp141,Netherlands,Sunday Riley Tidal Brightening Enzyme Water Cream 200ml,2020-05-22,2295.97,29
sp11,United Kingdom,Avène XeraCalm A.D Lipid-Replenishing Cream 30g,2024-05-24,2670.89,25
sp37,China,Sunday Riley Tidal Brightening Enzyme Water Cream 340g,2023-06-09,8122.62,341
sp193,United States,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 30g,2023-10-08,11199.87,92
sp75,Colombia,First Aid Beauty Eye Duty Triple Remedy AM Gel Cream 150ml,2021-08-21,32059.78,373
sp164,Colombia,Sunday Riley Ice Ceramide Moisturizing Cream 30g,2024-06-21,4160.21,146
sp136,Philippines,Estée Lauder Revitalizing Supreme+ Moisturizer 56.7g,2024-06-01,880.19,17
sp187,Germany,Kiehl's Midnight Recovery Concentrate 30ml,2023-10-30,7675.46,121
sp44,Chile,The Ordinary AHA 30% + BHA 2% Peeling Solution 20ml,2024-02-24,7100.99,79
sp90,China,Pixi Vitamin-C Juice Cleanser 20ml,2020-11-28,7091.36,184
sp67,Germany,Olay Retinol24 Night Moisturizer 40ml,2020-08-17,3897.46,42
sp128,India,REN Clean Skincare Evercalm Global Protection Day Cream 125ml,2020-11-13,9848.38,89
sp109,Italy,Skinceuticals Metacell Renewal B3 125ml,2022-08-21,13912.57,150
sp127,Japan,Avène Eau Thermale Spray 30g,2021-01-05,3013.09,164
sp71,Sweden,REN Clean Skincare Perfect Canvas Clean Primer 50ml,2024-05-17,4701.49,73
sp99,Thailand,Drunk Elephant B-Hydra Intensive Hydration Serum 250ml,2022-06-29,10790.9,120
sp22,Mexico,Murad Hydro-Dynamic Ultimate Moisture 30ml,2022-04-06,8440.12,107
sp22,Germany,Olay Regenerist Micro-Sculpting Cream 40ml,2023-05-02,611.38,30
sp20,India,REN Clean Skincare Ready Steady Glow Daily AHA Tonic 50ml,2020-01-07,1202.04,19
sp49,Sweden,Pixi Retinol Tonic 50ml,2023-09-28,1886.09,27
sp55,Italy,Olay Total Effects 7-in-1 Moisturiser 60ml,2024-09-12,7902.68,103
sp110,Germany,Kiehl's Creamy Eye Treatment with Avocado 60ml,2020-10-13,6507.02,86
sp120,Germany,First Aid Beauty KP Bump Eraser Body Scrub 15ml,2024-03-01,2088.61,41
sp74,Italy,Avène Cicalfate+ Restorative Protective Cream 50ml,2022-01-13,4533.92,74
sp5,Mexico,Paula's Choice DEFENSE Antioxidant Pore Purifier 150ml,2022-02-25,4060.81,42
sp164,Mexico,Pixi Overnight Glow Serum 56.7g,2022-07-15,4370.09,59
sp96,India,Tatcha The Clarifying Clay Mask 340g,2022-11-24,9324.37,122
sp83,Argentina,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 20ml,2022-07-21,7539.51,184
sp80,Germany,First Aid Beauty KP Bump Eraser Body Scrub 30ml,2020-12-08,4974.68,95
sp82,Italy,Sunday Riley Ice Ceramide Moisturizing Cream 60ml,2022-11-24,1844.0,71
sp126,Mexico,REN Clean Skincare Vita Mineral Active 7 Eye Gel 60ml,2020-01-19,7146.83,324
sp189,Mexico,First Aid Beauty Ultra Repair Tinted Moisturizer SPF 30 50ml,2021-04-24,3313.29,63
sp164,Poland,Kiehl's Midnight Recovery Concentrate 40ml,2020-01-27,16245.26,393
sp34,Chile,Olay Vitamin C + Peptide 24 Face Moisturizer 340g,2024-05-15,1740.17,88
sp147,Spain,CeraVe Healing Ointment 20ml,2020-12-02,430.1,65
sp34,Mexico,Tatcha The Rice Polish Foaming Enzyme Powder 100ml,2022-04-22,6262.59,54
sp83,France,Neutrogena Norwegian Formula Face Cream 200ml,2021-11-30,2450.22,52
sp97,United States,Neutrogena Rapid Wrinkle Repair Retinol Cream 125ml,2024-09-17,28784.61,256
sp155,Philippines,Skinceuticals Discoloration Defense Serum 150ml,2023-04-09,4550.63,44
sp112,Netherlands,Avène Eau Thermale Spray 150ml,2021-05-14,3596.06,72
sp7,Poland,Drunk Elephant Lala Retro Whipped Cream 200ml,2021-12-01,4073.28,89
sp172,Spain,Skinceuticals Triple Lipid Restore 2:4:2 150ml,2024-06-01,4155.37,136
sp165,Japan,CeraVe Renewing SA Cream 125ml,2021-09-25,879.21,77
sp27,Japan,Neutrogena Bright Boost Gel Cream 56.7g,2023-11-14,12198.71,127
sp12,Sweden,Olay Luminous Whip Face Moisturiser 60ml,2023-07-18,9903.66,91
sp64,Thailand,Olay Eyes Ultimate Eye Cream 30g,2022-04-20,5971.11,115
sp160,Japan,Avène Retrinal+ 0.1 Intensive Cream 75ml,2021-11-13,2205.59,22
sp160,Colombia,Pixi Skintreats Rose Caviar Eye Cream 125ml,2021-11-24,19060.53,220
sp13,Colombia,CeraVe AM Facial Moisturising Lotion SPF25 50ml,2022-10-12,401.6,27
sp24,India,Kiehl's Super Multi-Corrective Anti-Aging Face & Neck Cream 100ml,2022-11-29,4782.12,59
sp116,Germany,Estée Lauder Re-Nutriv Ultimate Lift Age-Correcting Crème 30g,2024-04-12,12184.78,137
sp43,France,COSRX Ultimate Moisturizing Honey Overnight Mask 30g,2021-09-21,619.62,205
sp170,Netherlands,Murad AHA/BHA Exfoliating Cleanser 340g,2020-07-22,512.03,73
sp122,Italy,First Aid Beauty Ultra Repair Cream 60ml,2020-11-30,7787.09,131
sp14,Italy,Drunk Elephant Protini Polypeptide Cream 20ml,2020-11-26,1433.35,13
sp133,Sweden,REN Clean Skincare V-Cense Revitalising Eye Cream 20ml,2022-08-17,629.88,63
sp73,Chile,Drunk Elephant Virgin Marula Luxury Face Oil 15ml,2020-06-01,11404.78,328
sp121,Singapore,Neutrogena Rapid Wrinkle Repair Retinol Cream 100ml,2021-01-07,2350.22,111
sp56,Germany,Olay Regenerist Collagen Peptide24 Serum 340g,2021-09-19,4341.63,325
sp151,United Kingdom,Avène Cleanance Expert Emulsion 125ml,2020-07-11,19573.05,203
sp83,Thailand,La Roche-Posay Lipikar Balm AP+ 250ml,2024-04-27,3447.38,32
sp49,South Korea,Pixi Hydrating Milky Serum 56.7g,2020-09-02,34255.49,357
sp20,Poland,COSRX Advanced Snail 96 Mucin Power Essence 30ml,2020-10-21,10034.79,157
sp8,Thailand,Drunk Elephant C-Firma Fresh Day Serum 56.7g,2022-03-27,2429.74,67
sp87,Singapore,CeraVe Skin Renewing Night Cream 15ml,2022-02-16,22345.45,379
sp48,France,Murad Brightening Booster 60ml,2021-06-07,4472.58,78
sp94,Brazil,Neutrogena Cellular Boost Concentrate Serum 60ml,2023-01-10,3866.08,48
sp50,United States,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 40ml,2022-03-31,3228.47,60
sp108,Canada,Paula's Choice CLINICAL 1% Retinol Treatment 200ml,2024-08-10,3410.74,132
sp188,United Kingdom,Sunday Riley Good Genes All-In-One Lactic Acid Treatment 50ml,2022-01-27,1579.92,38
sp96,Sweden,Skinceuticals A.G.E. Eye Complex 60ml,2020-07-02,13865.5,190
sp149,Mexico,Murad Retinol Youth Renewal Serum 60ml,2020-01-24,11675.24,352
sp90,Singapore,Olay Super Serum 5-in-1 50ml,2023-06-21,14594.28,323
sp11,India,Kiehl's Powerful-Strength Line-Reducing Concentrate 75ml,2024-01-14,4780.05,69
sp198,United States,REN Clean Skincare Radiance Perfection Serum 40ml,2024-05-17,4073.27,126
sp43,Argentina,CeraVe Skin Renewing Night Cream 150ml,2024-06-22,1029.27,61
sp121,Sweden,Kiehl's Calendula Serum-Infused Water Cream 30g,2020-11-29,15285.61,365
sp62,Thailand,Kiehl's Calendula Serum-Infused Water Cream 56.7g,2022-07-02,5745.96,192
sp97,Netherlands,The Ordinary Salicylic Acid 2% Solution 60ml,2021-04-22,9017.5,403
